Company,Website,Industry,Product/Service Category,Business Type,Employees Count,Revenue,Year Founded,BBB Rating,City,State,Company Phone,Company LinkedIn,Owner's First Name,Owner's Last Name,Owner's Title,Owner's LinkedIn,Owner's Phone Number,Owner's Email,Source,Lead Score
"Baker, Wise and Lane",https://www.newman.com/,Education,Custom Software,B2B2C,213,$1M-$10M,2005,C,New Bobby,VA,001-840-182-1170x175,,Meredith,Kelly,Software engineer,,549.310.4179x8650,,manual,25
"Morales, Lewis and Graves",http://www.mays-nelson.org/,Retail,e-Learning,B2B2C,22,$500K-$1M,2004,C,West Andreaport,OH,673.466.6609x4369,http://mercado.com/,Kelly,White,"Teacher, special educational needs",http://www.kim-barnes.net/,424.186.8501x6410,natalie90@hotmail.com,scraped,25
Keller-Bennett,http://www.hoffman-padilla.com/,Education,e-Learning,B2B2C,400,$50M+,1999,NR,East Carlosstad,CO,001-163-718-8606x9799,http://harrison.com/,Summer,Henson,Health and safety adviser,http://edwards.biz/,648.607.7418x32673,brandon93@hotmail.com,scraped,20
"Romero, Blevins and Austin",http://www.pearson-combs.com/,Healthcare,EHR Systems,B2C,315,$50M+,2022,NR,Port Shawnside,VT,962-796-6471x441,,Adam,Garcia,"Designer, fashion/clothing",,001-216-441-8655x2807,,scraped,5
Higgins-Callahan,https://roberson.com/,Finance,EHR Systems,B2B2C,965,$10M-$50M,2020,A,West Kevinberg,LA,(862)665-6600x0858,,Gregory,Carter,Retail buyer,,001-991-124-8586x369,,scraped,23
"Rice, Martinez and Rodriguez",https://www.fowler-miller.com/,Healthcare,Accounting Tools,B2B2C,778,$1M-$10M,1995,A,Phillipsport,DE,903-853-3727,http://www.chavez-flores.com/,Kimberly,Durham,"Scientist, biomedical",http://harvey-miller.com/,679.073.1029,,manual,38
Santana-Lewis,https://www.lopez.com/,Software Development,EHR Systems,B2B2C,606,$1M-$10M,2019,A,East Matthew,WV,(825)691-7244x075,,John,Wise,Clinical cytogeneticist,,001-317-014-1173x30056,andrew57@yahoo.com,manual,48
Parker-Smith,http://www.bates-waller.com/,Finance,EHR Systems,B2B,518,$500K-$1M,2008,C,New Angela,AZ,(511)891-5919x35697,https://www.young.info/,Paul,Brown,Chartered certified accountant,https://www.santana-owen.com/,(355)600-2464x468,,scraped,25
Sanchez-Shaw,https://www.mason.com/,Finance,EHR Systems,B2C,947,$500K-$1M,2000,A,Jessicaton,SC,632-611-4459,,David,Reynolds,"Nurse, mental health",,642.400.9936x15741,,scraped,18
Webb Group,https://nelson.com/,Education,e-Learning,B2B2C,917,$10M-$50M,2017,A,Obrienview,WA,471.336.7942x903,https://www.washington.com/,Cheryl,Carson,Dramatherapist,https://higgins.net/,(428)067-7430,bzuniga@yahoo.com,scraped,38
"Walton, Gonzalez and Mullins",https://stevenson.com/,Education,CRM,B2B,971,$50M+,2012,A,Port Ashleystad,PA,112-354-4402x44090,https://nixon.biz/,Angela,Hansen,"Accountant, chartered public finance",http://www.hayes.com/,300.456.2145,,manual,38
"Brooks, Ramirez and Mccoy",http://young.info/,Education,e-Learning,B2B2C,268,$1M-$10M,2019,NR,East Richardbury,ME,513-979-5547x4448,https://juarez.com/,Cheryl,Martinez,Food technologist,https://baldwin.biz/,001-856-860-7905x9316,,scraped,25
Moody LLC,https://www.brown.net/,Healthcare,EHR Systems,B2B,384,$1M-$10M,2013,B,Port David,MN,+1-416-317-9020,http://www.hall.net/,Pamela,Pearson,"Engineer, automotive",https://www.anthony.biz/,617-239-0476x878,kevinromero@walker.org,manual,45
Smith PLC,https://beck.org/,Software Development,Accounting Tools,B2C,713,$1M-$10M,2020,A,Shermanhaven,WY,001-335-192-9698x91933,http://reese.info/,Jessica,Martin,English as a foreign language teacher,https://mosley.com/,303.023.7785,stacyfarrell@harvey-weaver.com,scraped,43
Bowman PLC,http://gilmore.com/,Healthcare,CRM,B2B,702,$1M-$10M,1993,NR,Sallystad,HI,484.798.7902,,Kristen,Carpenter,Clinical biochemist,,(594)772-6653x2898,randyrodriguez@hotmail.com,manual,40
"Ramos, Hines and Rocha",https://cruz.com/,Retail,Mobile Apps,B2B,722,$1M-$10M,2000,B,Allenfort,AR,(867)980-4317x1654,http://owens.org/,Katherine,Leonard,Industrial buyer,http://www.rich.biz/,944-807-6010,whitejames@martin-rodgers.com,scraped,40
Rogers-Mullins,https://maldonado-johnson.info/,Healthcare,Mobile Apps,B2C,723,$1M-$10M,2019,NR,Lake Jamesmouth,NH,001-367-716-7424x3594,,Tammy,Allen,Early years teacher,,+1-692-535-9643x476,uross@yahoo.com,scraped,25
Davis and Sons,http://www.hill-burch.com/,Real Estate,Mobile Apps,B2B2C,571,$50M+,2020,A,Escobarmouth,SC,733-137-7944,,Breanna,Mcclure,Forensic psychologist,,001-581-219-1542x62699,,manual,18
Hart-Stevens,https://oneill.com/,Software Development,Custom Software,B2C,861,$1M-$10M,1994,NR,Lake Veronicaton,AZ,(871)692-5779,,Kelly,Olson,Science writer,,+1-547-106-0336,,scraped,30
"Mccullough, Gibbs and Abbott",https://www.hernandez.com/,Healthcare,Custom Software,B2B2C,309,$500K-$1M,2013,B,Phillipsbury,NJ,+1-555-442-3059,http://www.robles.org/,Lindsay,Hart,General practice doctor,http://wright.info/,+1-404-978-1907x367,,manual,20
"Bruce, Barnett and Todd",https://www.matthews.com/,Software Development,e-Learning,B2C,298,$50M+,2017,B,New Jason,CT,001-748-199-4483x2047,https://flynn-kramer.com/,Logan,Lewis,"Therapist, sports",https://leblanc.com/,3217007796,,manual,30
Deleon-Sanchez,https://www.merritt.com/,Education,EHR Systems,B2B,268,$10M-$50M,2010,A+,Port Lisa,AL,+1-058-105-5855x425,,Stephanie,Hicks,Careers adviser,,(559)659-1518x130,whitemario@gmail.com,scraped,45
"Carroll, Morgan and Mosley",https://graham.com/,Real Estate,Custom Software,B2B2C,612,$1M-$10M,2016,C,Garyfurt,ID,(176)704-7666x038,http://www.medina.com/,Andrew,Taylor,"Surveyor, minerals",http://wood.com/,947-823-0596x0153,zsullivan@rogers-palmer.com,manual,35
"Kirk, Woods and Singleton",http://lewis.com/,Software Development,e-Learning,B2C,414,$10M-$50M,2017,B,South Brittanytown,ID,001-866-974-7623x26949,https://www.humphrey-perkins.net/,Lisa,Murphy,"Conservation officer, historic buildings",http://www.cobb.org/,9415261546,,scraped,35
Schroeder-Faulkner,http://burton-roth.com/,Retail,CRM,B2C,841,$500K-$1M,2012,A,Jenniferhaven,SC,423.408.1095x64980,,Melissa,Fletcher,Sales executive,,+1-517-584-8787,knightcory@murphy-mccoy.info,manual,28
"Cline, Mendoza and Hamilton",http://watson.com/,Software Development,Mobile Apps,B2B2C,190,$500K-$1M,1997,B,Port Barryburgh,CA,334.671.8673x9105,http://www.calderon-johnson.com/,Cheryl,Vargas,Hydrogeologist,http://douglas.com/,(919)482-4644x01919,,scraped,25
Flores-Cunningham,http://davis-martin.com/,Real Estate,Accounting Tools,B2B2C,385,$1M-$10M,1991,NR,East Maria,TX,507-035-8992x258,http://barrett.biz/,Luke,Colon,Counselling psychologist,http://www.strickland.net/,344.193.0465x7097,,manual,30
Arroyo Group,http://robertson.com/,Real Estate,Custom Software,B2B2C,290,$50M+,2024,A+,Garciaville,MS,362.460.5284x40673,,Monica,Patton,Materials engineer,,(119)641-6871,mcdanielkimberly@hotmail.com,scraped,20
"Pham, Villanueva and Martinez",http://www.hopkins-patel.biz/,Software Development,Custom Software,B2C,691,$50M+,1996,NR,Lake Kennethfort,WV,475.714.0703,,Joshua,Craig,Lobbyist,,6519780755,jameslewis@gmail.com,scraped,25
"Bradley, Torres and Berry",http://simpson.com/,Education,Accounting Tools,B2B2C,870,$1M-$10M,2008,B,New Frederick,MN,(753)220-4351x75106,http://www.haynes-galloway.org/,Katrina,Dixon,"Radiographer, therapeutic",http://dudley-roberts.com/,375.375.3267,,manual,30
"Logan, Garcia and Lang",http://www.steele-jones.net/,Education,e-Learning,B2B,129,$500K-$1M,2018,A,North Karen,IN,(078)575-5286x876,http://www.owen.com/,Alyssa,Huber,Herbalist,https://www.drake.com/,(374)152-8034x933,mary50@hotmail.com,manual,43
Mendez Group,https://johnson.org/,Healthcare,Custom Software,B2C,518,$10M-$50M,1998,A,Greeneville,MS,(380)580-6056x28845,http://thomas.net/,Peter,Simmons,Careers information officer,http://clark.com/,122.351.7220,gdelgado@gmail.com,scraped,38
Davis Ltd,http://www.ramirez.net/,Software Development,Mobile Apps,B2B2C,841,$500K-$1M,2021,C,Port Brianfort,HI,(972)605-7762x978,http://www.collins.biz/,Brandi,Castillo,Tax adviser,https://gomez-benitez.com/,490.044.4115x34580,,scraped,20
"Bryant, Brown and Rich",http://nguyen-adams.org/,Software Development,Accounting Tools,B2B2C,168,$500K-$1M,2015,C,Port Andrew,HI,001-507-927-0461x1710,,Mike,Robertson,"Buyer, retail",,5878687585,,scraped,20
Jones-Morton,https://powell.net/,Real Estate,Mobile Apps,B2B,252,$10M-$50M,1993,A,Justinbury,IN,001-018-171-0189x44596,https://cisneros.com/,Jessica,Bates,Marketing executive,https://www.reed-willis.com/,(678)106-0759x0795,wgomez@soto-lynch.com,scraped,48
Coleman and Sons,https://rasmussen.info/,Healthcare,Mobile Apps,B2B2C,568,$10M-$50M,2018,C,Patrickview,SC,271-101-6977,https://fisher-holloway.org/,Claudia,Wilson,Financial planner,http://lopez.biz/,(515)590-5419x382,fisherspencer@thomas.net,manual,35
Fisher-Armstrong,http://stokes.com/,Retail,Mobile Apps,B2C,718,$500K-$1M,2009,NR,South Todd,OK,+1-282-617-4300x807,,Christopher,Aguilar,"Surveyor, commercial/residential",,505-985-4597,longamy@sawyer.info,scraped,15
Russell and Sons,https://www.craig.com/,Real Estate,Accounting Tools,B2C,974,$1M-$10M,2004,NR,Lake Brandi,VA,(780)452-5692x553,,Nicholas,Macdonald,TEFL teacher,,560-867-3668x621,duarteanthony@gmail.com,scraped,25
Williamson-Lee,https://allen.com/,Finance,e-Learning,B2B2C,920,$1M-$10M,2011,B,Jonesstad,LA,(029)252-5393x131,,Sean,Brooks,"Engineer, civil (consulting)",,786-068-5387,zschwartz@hotmail.com,scraped,25
"Fisher, Carney and Rodriguez",https://www.morales.com/,Healthcare,EHR Systems,B2B,381,$1M-$10M,2005,A,Williamsmouth,WY,001-207-678-6622x53071,https://strickland.com/,Jason,Cruz,"Librarian, academic",http://www.lindsey.com/,341.011.3605x5873,charles12@hotmail.com,scraped,48
Thomas Group,https://young.org/,Retail,e-Learning,B2B,770,$10M-$50M,2008,B,Wilsonfort,PA,(554)127-8585,,Matthew,Williams,"Horticulturist, commercial",,397.183.9603,,manual,35
"Patrick, Clark and Black",http://www.jones.com/,Healthcare,EHR Systems,B2B,592,$50M+,1996,NR,Lake Kevin,DE,0021696571,https://cohen.org/,Jerome,Smith,Pension scheme manager,https://www.porter-swanson.net/,635-956-1290x8383,fishermichael@gmail.com,scraped,30
Anderson LLC,http://perez.com/,Real Estate,Mobile Apps,B2C,467,$500K-$1M,2010,A+,South Micheal,WV,(949)599-2207x20675,,Aaron,Nguyen,Television/film/video producer,,245.224.7232,salinasbrandon@morris-baker.com,manual,30
Lewis Group,https://www.gomez.com/,Retail,Accounting Tools,B2B2C,577,$1M-$10M,2012,A,South Markside,CT,954-655-1825x20075,http://www.bartlett.com/,Deanna,Wagner,"Editor, commissioning",http://garcia-johnson.com/,023-656-2727,,manual,38
Davis and Sons,https://weaver.org/,Real Estate,e-Learning,B2C,5,$500K-$1M,2013,A,Schaefershire,MS,587-295-2069,,Brian,Garrett,Information officer,,577-432-6826x0043,,scraped,13
Hanson-Lang,http://www.evans.com/,Healthcare,Accounting Tools,B2B,507,$1M-$10M,2005,C,Hannahmouth,IN,+1-385-819-8762x41859,http://webb-brown.biz/,Gregory,Kim,Herbalist,http://brock.com/,871-533-1615x2944,adrianbaker@jones.biz,manual,45
Carey-Scott,https://gentry.biz/,Real Estate,e-Learning,B2B,792,$10M-$50M,1995,A,New Johnfurt,SC,623.619.6188x87383,,Paul,Cherry,Dentist,,236.572.5868x90200,youngmatthew@yahoo.com,scraped,43
Hansen-Richardson,http://booker.net/,Software Development,CRM,B2C,300,$1M-$10M,2011,A+,New Brittany,IA,576.972.8541,,Darren,Hall,"Scientist, clinical (histocompatibility and immunogenetics)",,+1-103-250-3264x48529,aprilrose@gmail.com,manual,50
"Jones, Johnson and Bailey",http://mclaughlin.org/,Real Estate,EHR Systems,B2C,883,$1M-$10M,2024,C,Russostad,AZ,258.808.4461,,Eric,Torres,"Librarian, academic",,(238)685-6120x8051,,scraped,15
Rodriguez Ltd,https://weaver-edwards.com/,Software Development,Custom Software,B2C,604,$1M-$10M,2004,NR,Hernandezstad,NE,+1-944-756-6834x2998,,Sean,Smith,"Geologist, engineering",,(769)458-9963x10815,,scraped,30
"Proctor, Reese and Hayes",https://howard.com/,Education,Custom Software,B2B,351,$1M-$10M,2023,C,Rivasmouth,NH,271.274.3163,,Richard,Ramirez,Fast food restaurant manager,,487-686-0423x356,sarah29@hotmail.com,manual,35
David-White,https://gallagher-robinson.info/,Education,e-Learning,B2C,875,$500K-$1M,1994,C,East Heathertown,GA,001-065-422-4054x14159,,Heather,Branch,Product/process development scientist,,(551)336-6679x21205,wrhodes@hotmail.com,scraped,15
Mendoza Group,http://www.king.biz/,Software Development,Mobile Apps,B2B2C,309,$10M-$50M,2010,A,South Gary,CA,+1-576-076-8291x5348,,Julia,Smith,Broadcast engineer,,926-065-7386,,manual,43
Kelley LLC,http://www.gardner.net/,Education,EHR Systems,B2B2C,72,$50M+,1999,A,West Christopher,NY,(482)099-7283x2917,,Lisa,Curry,Heritage manager,,+1-485-653-7299x061,,manual,28
"Martin, Salinas and Jones",http://www.green-shaffer.net/,Healthcare,e-Learning,B2B,515,$1M-$10M,2004,C,Port Jeffreyfurt,OK,001-143-163-8771x29171,https://kirk-potts.com/,Ryan,Jenkins,Learning mentor,http://www.allen-kirby.com/,834-697-9716x9722,ballen@lewis-hughes.biz,manual,45
"Hernandez, Rodriguez and Santiago",https://nicholson-hernandez.com/,Retail,Custom Software,B2B2C,520,$10M-$50M,2002,A,West Bradley,MT,089-306-4528x8118,,Evelyn,Jenkins,"Engineer, production",,608.942.8491x83509,,manual,33
"Butler, Mosley and Brady",https://adams.org/,Healthcare,Custom Software,B2B2C,435,$1M-$10M,1994,A+,East Stephaniehaven,DE,001-384-962-9648x690,http://bell-cooke.net/,Jacob,Alexander,Special educational needs teacher,https://freeman-harris.com/,826.270.8138x272,angelcardenas@nicholson.com,scraped,40
Morris-Peters,http://www.gutierrez-mitchell.com/,Education,e-Learning,B2C,197,$10M-$50M,1994,C,West Daniel,AZ,(127)694-6256x64879,,Matthew,Bailey,"Scientist, water quality",,295.888.5106x297,,manual,25
Brown-Jackson,http://www.ramsey.com/,Software Development,Custom Software,B2C,910,$10M-$50M,2003,A+,Robertberg,MN,409.012.0437,,Colton,Cline,Estate manager/land agent,,1829548487,lklein@wilson.org,scraped,45
Simon PLC,https://miller.com/,Retail,CRM,B2B2C,877,$1M-$10M,1993,A,New Whitneyhaven,KY,(941)339-9485,,Linda,Haas,Writer,,(740)881-4877x4147,,scraped,28
"Knapp, Patel and Perez",http://harrell.info/,Healthcare,EHR Systems,B2B2C,448,$10M-$50M,1990,NR,Nelsonburgh,MI,067.480.6414x3177,https://www.blake-lee.com/,Sheila,Branch,Theme park manager,https://www.park.com/,(921)701-1995,,manual,30
"Cowan, Ferguson and Lara",http://griffith-lawrence.com/,Education,CRM,B2B2C,317,$10M-$50M,2010,NR,Mcclainhaven,NJ,433-110-7937x223,,Steven,Keller,Broadcast journalist,,001-932-393-9403,,scraped,20
Campbell LLC,http://davis.com/,Real Estate,e-Learning,B2B2C,333,$50M+,1994,A,Lewismouth,SD,001-947-194-0002,,Mario,Santiago,Dispensing optician,,(808)494-0787x685,,manual,23
Lawrence-Barr,http://www.clark.org/,Education,Mobile Apps,B2B,898,$1M-$10M,2012,C,Garciaside,MS,475-821-1143,http://shah.com/,Megan,Clayton,"Therapist, horticultural",http://www.matthews-ray.com/,+1-960-379-3278x744,,scraped,35
Jones Inc,http://graham-evans.org/,Finance,Custom Software,B2C,856,$500K-$1M,2002,B,North Denise,CO,825.024.4468,https://hill.org/,Gary,Jones,Advertising copywriter,https://www.carroll-patterson.biz/,+1-498-558-8365x51318,charles42@hall.org,scraped,20
Johnson Ltd,https://smith-tucker.biz/,Retail,Accounting Tools,B2B,160,$500K-$1M,2017,C,North Daltonburgh,OR,001-205-240-1964x1184,,Sue,York,Chartered public finance accountant,,+1-362-148-6536x2988,victorray@yahoo.com,manual,30
"Lee, Contreras and Grant",http://yang-savage.com/,Healthcare,e-Learning,B2B,84,$1M-$10M,1999,C,West Bryan,WV,400-519-9270x0069,https://johnson-palmer.biz/,George,Kramer,Press photographer,https://www.walker-ramsey.org/,319.016.1252x1646,,manual,45
Hughes PLC,http://www.briggs-hooper.info/,Real Estate,Accounting Tools,B2C,955,$1M-$10M,2011,C,North Spencer,NM,7388666332,,Eric,Morris,"Therapist, sports",,027.273.3181x91333,,manual,25
Wells-Hernandez,https://www.cummings.com/,Real Estate,Accounting Tools,B2B2C,510,$500K-$1M,2018,A,East Vicki,MD,001-183-492-5550x876,http://gross.com/,Stephen,Moore,Community development worker,https://www.ray-turner.info/,326-677-9598,chad62@gardner.biz,manual,33
Powell-Jones,http://www.wilson-hayes.info/,Retail,Accounting Tools,B2B2C,231,$50M+,2011,C,North Stephen,WA,+1-811-170-2756,https://prince-howe.com/,Michael,Alexander,"Psychologist, prison and probation services",http://collins-harris.com/,901.406.3720x05000,,scraped,15
"Chaney, Lewis and Hernandez",https://white.com/,Software Development,e-Learning,B2B2C,353,$50M+,2016,A+,Mccormickhaven,NJ,004-177-2616x063,,Jeffrey,Adams,"Embryologist, clinical",,874-242-8177,,manual,35
Scott-Boone,http://www.johnson.com/,Real Estate,CRM,B2B,744,$500K-$1M,1997,A,New Jessica,GA,+1-915-981-8657x08042,,William,Cunningham,English as a second language teacher,,(931)242-3425x3861,andre07@gmail.com,scraped,33
Berry and Sons,https://payne-shaw.com/,Retail,Mobile Apps,B2B,150,$1M-$10M,1995,A+,Allentown,NM,001-149-239-7220,,Deanna,Ward,Heritage manager,,001-356-582-2949x280,davislori@gmail.com,manual,50
Tanner and Sons,http://www.lang.biz/,Retail,Custom Software,B2B2C,870,$10M-$50M,2024,C,East Keith,NM,581-480-1630x214,,Alyssa,Bradshaw,Magazine journalist,,(018)968-8092,,manual,20
Roberts PLC,http://www.sloan.org/,Education,CRM,B2C,794,$10M-$50M,1999,A+,Port Monica,KY,093-152-4420,,Jonathan,Oliver,Print production planner,,950-836-0742x553,,scraped,30
Riley-Oconnor,https://www.thomas-barrera.info/,Finance,Custom Software,B2C,179,$50M+,2020,B,Armstrongtown,AR,170-982-2137x817,http://lutz.info/,Linda,Bowen,"Engineer, manufacturing",https://www.atkins-thornton.net/,0602976362,reginald48@yahoo.com,manual,20
Allen-Herrera,https://ferguson-white.com/,Education,CRM,B2C,798,$10M-$50M,2012,NR,Boydville,FL,(895)988-3006x40092,http://www.sheppard.biz/,Jonathan,Ortiz,Environmental education officer,https://lynn-edwards.org/,(007)394-9939x3809,jacqueline56@lambert-hill.org,manual,35
Aguilar Ltd,https://www.mejia.org/,Real Estate,Mobile Apps,B2B2C,217,$500K-$1M,1996,A+,East Sherri,TX,5874924576,,Christopher,Wilson,Contractor,,394-619-9895x00048,,manual,25
Phelps Ltd,https://www.thomas.com/,Finance,Accounting Tools,B2C,728,$10M-$50M,1993,A+,Jenniferborough,DE,180.045.1352x0524,,Stephanie,Jensen,Facilities manager,,968-041-4222,samanthamiller@hotmail.com,manual,40
Jenkins Ltd,http://cooper.com/,Real Estate,Mobile Apps,B2B,372,$10M-$50M,2020,C,Mcclureshire,AR,284-150-5093x98522,http://bowman-fitzpatrick.com/,Karen,Moss,Financial manager,http://parsons-fuentes.org/,889-408-5893x95559,,scraped,30
Jenkins and Sons,http://www.morales.com/,Retail,e-Learning,B2B,328,$500K-$1M,2014,B,East Melissa,AR,649-573-0770x1979,,Brandon,Lowery,Physiological scientist,,711-925-5830x55726,kmccarthy@luna.com,manual,30
"Morse, Sharp and Scott",https://griffith-williams.com/,Healthcare,e-Learning,B2B2C,918,$500K-$1M,1990,C,East Clinton,OH,141-632-5941,https://ellis-perez.com/,Matthew,Mcgee,Data scientist,https://lewis-lynch.biz/,818-169-8622x65044,angelagentry@parker.com,scraped,20
Ramirez-Elliott,http://cameron.org/,Retail,EHR Systems,B2C,41,$50M+,2017,C,New Daisy,MA,(690)095-7487,https://www.scott.com/,Bruce,Turner,Chief Financial Officer,https://www.williams.net/,617.972.5430,,manual,25
Moore LLC,http://www.mack.com/,Finance,Custom Software,B2C,560,$10M-$50M,2002,C,New Natalieview,NM,(948)919-2377x538,http://patterson-jones.org/,Jonathan,Wiley,Operational researcher,http://www.wright.com/,096.152.8320x80976,zvincent@yahoo.com,manual,35
Baker-Jefferson,https://lee.com/,Finance,Accounting Tools,B2B2C,930,$50M+,2011,A,North Jessicahaven,NY,120.665.1485x45947,,Randall,Randall,Applications developer,,(946)758-5237x36509,,scraped,18
Joseph-Potts,https://ruiz.org/,Healthcare,Custom Software,B2C,661,$1M-$10M,2022,C,Colinton,IL,+1-700-049-8230,,Sarah,Hull,Counsellor,,001-786-341-5468x328,,scraped,15
Robles-Brennan,http://thomas.com/,Education,EHR Systems,B2B2C,534,$10M-$50M,1994,A,Sarashire,MT,(486)775-2453,,Amber,Valencia,Architectural technologist,,165.311.6631x367,,manual,33
Ryan LLC,https://www.cisneros-phillips.com/,Real Estate,Mobile Apps,B2C,922,$1M-$10M,2014,A+,West Marcfort,IL,471.662.1730x29904,,Kelsey,Hall,Investment analyst,,001-247-974-9409,patricia80@delgado.com,scraped,35
